Sr. No.,Division,District,Institute Code,Year,Course,Institute Name,Capacity,Enrolled
3634,Nashik,Nashik,592,2022-23,ANM,"SAI CARE NURSING SCHOOL, NASHIK",60,59
3635,Nashik,Nashik,593,2022-23,ANM,"JIJAMATA NURSING SCHOOL, MALEGAON, NASHIK",60,49
3636,Konkan,Raigarh,595,2022-23,ANM,"D. D. VISPUTE SCHOOL OF NURSING, PANVEL, RAIGAD",30,23
3637,Nashik,Nashik,597,2022-23,ANM,"RAJEEV GANDHI GNM NURSING COLLEGE, SINNAR, NASHIK",60,57
3638,Nashik,Nashik,598,2022-23,ANM,"TANMAYI NURSING INSTITUTE, NASHIK",20,20
3639,Nashik,Nashik,601,2022-23,ANM,"KARM. R. S. WAGH EDUCATION  HEALTH SANSTHAS SCHOOL OF NURSING, DINDORI, NASHIK",20,20
3640,Nashik,Ahilyanagar,604,2022-23,ANM,"MANGALA INSTITUTE OF NURSING EDUCATION,AKOLE, AHMEDNAGAR",20,7
3641,Nashik,Ahilyanagar,608,2022-23,ANM,"ABHINAV NURSING SCHOOL, AHMEDNAGAR",20,17
3642,Pune,Pune,610,2022-23,ANM,"SHIRUR SCHOOL OF NURSING, SHIRUR, PUNE",20,13
3643,Nashik,Ahilyanagar,612,2022-23,ANM,"ASHIRWAD NURSING SCHOOL, RAHURI, AHMEDNAGAR",20,20
3644,Pune,Kolhapur,616,2022-23,ANM,"SHRI SIDDHI NURSING SCHOOL, KAGAL, KOLHAPUR",20,20
3645,Pune,Kolhapur,617,2022-23,ANM,"SIDDHAGIRI NURSING INSTITUTE, KARVEER, KOLHAPUR",20,7
3646,Nashik,Ahilyanagar,618,2022-23,ANM,"SAI NURSING SCHOOL, SHEVGAON, AHMEDNAGAR",20,8
3647,Nashik,Ahilyanagar,620,2022-23,ANM,"DR. RAMESH DHOKANE PATIL SCHOOL OF NURSING, NEWASA, AHMEDNAGAR",20,16
3648,Nashik,Ahilyanagar,622,2022-23,ANM,"NITYASEVA NURSING SCHOOL, PARNER, AHMEDNAGAR",20,19
3649,Pune,Sangli,623,2022-23,ANM,"KEDARNATH NURSING SCHOOL, ISLAMPUR, SANGLI",20,20
3650,Nashik,Ahilyanagar,624,2022-23,ANM,"NEWASA NURSING SCHOOL, NEWASA, AHMEDNAGAR",20,0
3651,Nashik,Ahilyanagar,625,2022-23,ANM,"SHRUTI NURSING SCHOOL, SHRIRAMPUR, AHMEDNAGAR",20,0
3652,Nashik,Ahilyanagar,626,2022-23,ANM,"KOPARGAON NURSING SCHOOL, KOPERGAON, AHMEDNAGAR",20,0
3653,Pune,Sangli,627,2022-23,ANM,"LAXMIPRABHA NURSING INSTITUTE, MIRAJ, SANGLI",30,30
3654,Pune,Sangli,628,2022-23,ANM,"SHABBIR AHMED ANSARI NURSING SCHOOL, MIRAJ, SANGLI",20,19
3655,Nashik,Ahilyanagar,629,2022-23,ANM,"LATE BHAU DAJI PATIL DESHMUKH GRAMIN VIKAS PRATISHTHANS RANM SCHOOL, AHMEDNAGAR",20,15
3656,Nashik,Ahilyanagar,630,2022-23,ANM,"SAWALI SCHOOL OF NURSING, PARNER, AHMEDNAGAR",20,20
3657,Pune,Pune,633,2022-23,ANM,"TILAK MAHARASHTRA VIDYAPEETH INSTITUTE OF NURSING EDUCATION  RESEARCH, PUNE",20,6
3658,Nashik,Ahilyanagar,634,2022-23,ANM,"JIJAMATA NURSING SCHOOL, SHEVGAON, AHMEDNAGAR",20,20
3659,Pune,Sangli,635,2022-23,ANM,"DHANVANTARI INSTITUTE OF NURSING  PARAMEDICAL SCIENCES, SHIRALA, SANGLI",20,0
3660,Pune,Solapur,636,2022-23,ANM,"VIJAYSINH MOHITE PATIL SCHOOL OF NURSING, MALSHIRAS, SOLAPUR",20,12
3661,Pune,Pune,637,2022-23,ANM,"LATE UDHAVRAO TULSHIRAM JADHAVAR FOUNDATIONS INSTITUTE OF NURSING, PUNE",20,20
3662,Pune,Solapur,638,2022-23,ANM,"SARDARBI INSTITUTE OF NURSING EDUCATION, MOHOL, SOLAPUR",20,17
3663,Pune,Solapur,642,2022-23,ANM,"JANKALYAN INSTITUTE OF NURSING EDUCATION, PANDHARPUR, SOLAPUR",20,19
3664,Pune,Satara,645,2022-23,ANM,"WILLIS F. PIERCE MEMORIAL HOSPITAL, WAI, SATARA",20,20
3665,Pune,Pune,650,2022-23,ANM,"YASH INSTITUTE OF NURSING  PARAMEDICAL SCIENCES, INDAPUR, PUNE",20,19
3666,Pune,Sangli,651,2022-23,ANM,"SHRI DATTA SCHOOL OF NURSING, SHIRALA, SANGLI",20,14
3667,Pune,Solapur,652,2022-23,ANM,"DHANSHRI INSTITUTE OF NURSING, MADHA, SOLAPUR",20,16
3668,Nagpur,Wardha,653,2022-23,ANM,"CHETNA NURSING INSTITUTE, WARDHA",20,13
3669,Amravati,Buldana,654,2022-23,ANM,"JIJAMATA SCHOOL OF NURSING, BULDANA",20,18
3670,Nagpur,Chandrapur,655,2022-23,ANM,"DEONIL SCHOOL OF NURSING, MUL, CHANDRAPUR",20,14
3671,Amravati,Amravati,656,2022-23,ANM,"SARASWATI INSTITUTE OF NURSING SCIENCES AND RESEARCH, AMRAVATI",40,37
3672,Nagpur,Bhandara,657,2022-23,ANM,"MAHALAXMI NURSING SCHOOL, TUMSAR, BHANDARA",20,20
3673,Nagpur,Gondia,658,2022-23,ANM,"KAMALATAI BUDHE NURSING SCHOOL, GONDIA",20,18
3674,Nagpur,Wardha,659,2022-23,ANM,"NANDATAI LOHAVE SCHOOL OF NURSING, WARDHA",20,20
3675,Nagpur,Wardha,660,2022-23,ANM,"D. P. NURSING SCHOOL  RESEARCH INSTITUTE, WARDHA",20,18
3676,Nagpur,Bhandara,661,2022-23,ANM,"SAI NURSING SCHOOL, TUMSAR, BHANDARA",50,47
3677,Nagpur,Chandrapur,662,2022-23,ANM,"S.R.V. NURSING SCHOOL  RESEARCH INSTITUTE, NAGBHID, CHANDRAPUR",20,12
3678,Nagpur,Nagpur,663,2022-23,ANM,"SAIRAM SCHOOL OF NURSING, RAMTEK, NAGPUR",20,16
3679,Nagpur,Chandrapur,664,2022-23,ANM,"MOTHER TERESA NURSING ACADAMY, BALLARPUR, CHANDRAPUR",30,5
3680,Nagpur,Nagpur,666,2022-23,ANM,"ACHARYA VINOBA BHAVE SCHOOL OF NURSING, KATOL, NAGPUR",50,50
3681,Amravati,Yavatmal,668,2022-23,ANM,"SWA. RUPESHKUMAR INGOLE SCHOOL OF NURSING, YAVATMAL",20,20
3682,Amravati,Yavatmal,670,2022-23,ANM,"MAHAJAN NURSING SCHOOL, YAVATMAL",20,20
3683,Amravati,Buldana,671,2022-23,ANM,"PAINGANGA INSTITUTE OF NURSING, BULDANA",20,0
3684,Nagpur,Gadchiroli,672,2022-23,ANM,"SHRI SAI SCHOOL OF NURSING, ARMORI, GADCHIROLI",20,11
3685,Amravati,Yavatmal,673,2022-23,ANM,"INDIRABAI BHOYAR SCHOOL OF NURSING, GHATANJI, YAVATMAL",20,19
3686,Nagpur,Wardha,674,2022-23,ANM,"KINKAR SCHOOL OF NURSING, SELOO, WARDHA",20,17
3687,Nagpur,Chandrapur,675,2022-23,ANM,"SANT GAJANAN MAHARAJ NURSING SCHOOL, SINDE WAHI, CHANDRAPUR",20,20
3688,Amravati,Buldana,676,2022-23,ANM,"MAHATMA JYOTIBA PHULE BAHU. SHIKSHAN SANSTHAS NURSING SCHOOL, CHIKHALI, BULDHANA",20,20
3689,Amravati,Buldana,677,2022-23,ANM,"SANT GAJANAN MAHARAJ NURSING SCHOOL, SHEGAON, BULDHANA",20,20
3690,Nagpur,Bhandara,678,2022-23,ANM,"SWAPNIL INSTITUTE OF NURSING, PAUNI, BHANDARA",20,17
3691,Nagpur,Bhandara,679,2022-23,ANM,"AROMIRA SCHOOL OF NURSING, BHANDARA",20,15
3692,Amravati,Buldana,680,2022-23,ANM,"DR. K. B. MAPRI INSTITUTE OF NURISNG, LONAR, BULDHANA",20,14
3693,Amravati,Amravati,681,2022-23,ANM,"VIDHARBH SCHOOL OF NURSING, AMRAVATI",20,20
3694,Amravati,Buldana,682,2022-23,ANM,"KALASKAR NURSING INSTITUTE, NANDURA, BULDHANA",20,20
3695,Nagpur,Nagpur,683,2022-23,ANM,"SUMANTAI WASNIK INSTITUTE OF NURSING, NAGPUR",20,15
3696,Amravati,Buldana,684,2022-23,ANM,"KAUSHALYA INSTITUTE OF NURSING, BULDHANA",20,18
3697,Nagpur,Wardha,686,2022-23,ANM,"SATAO NURSING TRAINING SCHOOL, WARDHA",20,20
3698,Nagpur,Bhandara,687,2022-23,ANM,"NAV  YUVA NURSING SCHOOL, BHANDARA",30,30
3699,Nagpur,Nagpur,688,2022-23,ANM,"POOJA NURSING SCHOOL, NAGPUR",40,40
3700,Nagpur,Gondia,689,2022-23,ANM,"HEALTH CARE NURSING SCHOOL, AMGAON, GONDIA",20,20
3701,Nagpur,Bhandara,690,2022-23,ANM,"G.S.NURSING SCHOOL, SAKOLI, BHANDARA",20,14
3702,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,694,2022-23,ANM,"SHRI GORAKSHA NURSING SCHOOL, PHULAMBRI, AURANGABAD",20,19
3703,Chh. Sambhaji Nagar,Latur,696,2022-23,ANM,"JIJAMATA NURSING SCHOOL, LATUR",20,10
3704,Chh. Sambhaji Nagar,Beed,697,2022-23,ANM,"SHREE VENKATESHA NURSING SCHOOL, BEED",20,20
3705,Chh. Sambhaji Nagar,Latur,699,2022-23,ANM,"S.G.NURSING SCHOOL, LATUR",20,0
3706,Chh. Sambhaji Nagar,Beed,700,2022-23,ANM,"GANDHI NURSING SCHOOL, ASHTI, BEED",20,19
3707,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,701,2022-23,ANM,"MAHARAJA  SAYAJIRAO GAIKWAD NURSING SCHOOL, AURANGABAD",20,18
3708,Chh. Sambhaji Nagar,Beed,702,2022-23,ANM,"RASHTRAMATA JIJAU NURSING SCHOOL, PATODA, BEED",20,19
3709,Chh. Sambhaji Nagar,Beed,704,2022-23,ANM,"VISHWAS SAWANT NURSING SCHOOL, BEED",20,20
3710,Chh. Sambhaji Nagar,Parbhani,705,2022-23,ANM,"INDIRA GANDHI A.N.M. NURSING SCHOOL, PARBHANI",60,60
3711,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,707,2022-23,ANM,"DR. DAHIPHALE MEDICAL FOUNDATION TRUSTS SCHOOL OF NURSING, AURANGABAD",20,18
3712,Chh. Sambhaji Nagar,Nanded,708,2022-23,ANM,"KOMALBAI MUNDE NURSING SCHOOL, MUKHED, NANDED",20,10
3713,Chh. Sambhaji Nagar,Nanded,709,2022-23,ANM,"GANSHANTI NURSING SCHOOL, NANDED",30,30
3714,Chh. Sambhaji Nagar,Nanded,710,2022-23,ANM,"RAM RATAN NURSING INSTITUTE, BHOKAR, NANDED",40,39
3715,Chh. Sambhaji Nagar,Dharashiv,711,2022-23,ANM,"BILL GATES NURSING SCHOOL, OSMANABAD",20,20
3716,Chh. Sambhaji Nagar,Nanded,712,2022-23,ANM,"SHAKUNTALA NURSING INSTITUTE, MUDKHED, NANDED",20,14
3717,Chh. Sambhaji Nagar,Latur,714,2022-23,ANM,"JAWALGE NURSING SCHOOL, LATUR",20,20
3718,Chh. Sambhaji Nagar,Nanded,717,2022-23,ANM,"GOVINDRAO PAUL NURSING SCHOOL, NANDED",30,30
3719,Chh. Sambhaji Nagar,Dharashiv,718,2022-23,ANM,"RENUKA NURSING RANM SCHOOL, KALAMB, OSMANABAD",20,19
3720,Chh. Sambhaji Nagar,Latur,719,2022-23,ANM,"DAYEE INSTITUTE OF NURSING,LATUR",20,6
3721,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,720,2022-23,ANM,"RAJLAKSHMI NURSING SCHOOL, PHULAMBRI, AURANGABAD",20,20
3722,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,721,2022-23,ANM,"SAVITRIBAI PHULE NURSING SCHOOL, KANNAD, AURANGABAD",60,60
3723,Chh. Sambhaji Nagar,Parbhani,722,2022-23,ANM,"RAJMATA AHILYA DEVI INSTITUTION OF NURSING, PARBHANI",20,20
3724,Chh. Sambhaji Nagar,Nanded,723,2022-23,ANM,"SUBHADRA INSTITUTE NURSING SCHOOL, BILOLI, NANDED",20,11
3725,Chh. Sambhaji Nagar,Parbhani,724,2022-23,ANM,"LATE ANNASAHEB KAKDE NURSING SCHOOL, SAILU, PARBHANI",20,19
3726,Chh. Sambhaji Nagar,Parbhani,725,2022-23,ANM,"KAI. MUNIRAM NIKE NURSING SCHOOL, SONPETH, PARBHANI",20,20
3727,Chh. Sambhaji Nagar,Parbhani,726,2022-23,ANM,"DHANWANTARI NURSING SCHOOL, PALAM, PARBHANI",20,0
3728,Chh. Sambhaji Nagar,Parbhani,727,2022-23,ANM,"RADHAI INSTITUTE OF NURSING SCHOOL, GANGAKHED, PARBHANI",20,20
3729,Chh. Sambhaji Nagar,Latur,728,2022-23,ANM,"PUSHPAI NURSING SCHOOL, AHMEDPUR, LATUR",20,18
3730,Chh. Sambhaji Nagar,Nanded,732,2022-23,ANM,"SWAMI RAMANAND TIRTH NURSING INSTITITUE, KANDHAR, NANDED",20,20
3731,Chh. Sambhaji Nagar,Beed,733,2022-23,ANM,"PRAGATI NURSING SCHOOL, PATODA, BEED",20,15
3732,Chh. Sambhaji Nagar,Beed,734,2022-23,ANM,"SAMARTH NURSING SCHOOL, WADVANI, BEED",20,20
3733,Chh. Sambhaji Nagar,Parbhani,738,2022-23,ANM,"RAJIV GANDHI NURSING SCHOOL, PARBHANI",20,20
3734,Chh. Sambhaji Nagar,Parbhani,740,2022-23,ANM,"SAMARTH NURSING SCHOOL, PARBHANI",20,20
3735,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,741,2022-23,ANM,"GANGAPUR NURSING SCHOOL, GANGAPUR, AURANGABAD",20,0
3736,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,742,2022-23,ANM,"SHRI SWAMI SAMARTH NURSING SCHOOL, AURANGABAD",20,20
3737,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,743,2022-23,ANM,"HUDCO NURSING SCHOOL, AURANGABAD",20,20
3738,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,744,2022-23,ANM,"SHRADDHA NURSING SCHOOL, AURANGABAD",20,12
3739,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,745,2022-23,ANM,"NEW NURSING SCHOOL, AURANGABAD",20,20
3740,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,746,2022-23,ANM,"SHEETAL NURSING SCHOOL, AURANGABAD",20,0
3741,Chh. Sambhaji Nagar,Latur,748,2022-23,ANM,"SAVITHRIBAI PULE NURSING SCHOOL, JALKOT, LATUR",20,16
3742,Chh. Sambhaji Nagar,Nanded,749,2022-23,ANM,"GANGABAI PATIL NURSING SCHOOL, BILOLI, NANDED",20,20
3743,Chh. Sambhaji Nagar,Beed,750,2022-23,ANM,"SANSKRUTI NURSING SCHOOL, BEED",20,20
3744,Chh. Sambhaji Nagar,Hingoli,751,2022-23,ANM,"SHRAVNI INSTISUTE OF NURSING, BASMAT, HINGOLI",20,20
3745,Chh. Sambhaji Nagar,Latur,753,2022-23,ANM,"SUVIDHA NURSING SCHOOL, LATUR",20,7
3746,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,754,2022-23,ANM,"BHARTIYA NURSING SCHOOL, AURANGABAD",20,19
3747,Chh. Sambhaji Nagar,Hingoli,755,2022-23,ANM,"YESHWANT INSTITUTE OF NURSING SCHOOL, HINGOLI",20,20
3748,Chh. Sambhaji Nagar,Parbhani,756,2022-23,ANM,"SHRI SURESHDADA DESHMUKH INSTITUTE OF NURSING, PARBHANI",20,20
3749,Chh. Sambhaji Nagar,Nanded,757,2022-23,ANM,"BHIVRAJ KALANTRI NURSING INSTITUTE, NANDED",20,20
3750,Chh. Sambhaji Nagar,Beed,758,2022-23,ANM,"KAI BABURAO GHULE SCHOOL OF NURSING, AMBAJOGAI, BEED",60,47
3751,Chh. Sambhaji Nagar,Nanded,760,2022-23,ANM,"RAJMATA JIJAU NURSING SCHOOL, NANDED",20,20
3752,Chh. Sambhaji Nagar,Nanded,763,2022-23,ANM,"MOTHER TERESA NURSING SCHOOL, NANDED",20,19
3753,Chh. Sambhaji Nagar,Nanded,764,2022-23,ANM,"OMKAR NURSING SCHOOL, BILOLI, NANDED",20,20
3754,Chh. Sambhaji Nagar,Latur,765,2022-23,ANM,"MAHARASHTARA NURSING SCHOOL, CHAKUR, LATUR",20,10
3755,Chh. Sambhaji Nagar,Nanded,767,2022-23,ANM,"ADARSHA NURSING SCHOOL, DEGLOOR, NANDED",20,19
3756,Nagpur,Gondia,769,2022-23,ANM,"S. CHANDRA NURSING SCHOOL, AMGAON, GONDIA",20,9
3757,Nagpur,Gondia,770,2022-23,ANM,"SMT. GUNAMALA JAIN CHARITABLE TRUSTS INSTITUTE OF NURSING EDUCATION, GONDIA",20,0
3758,Nagpur,Gondia,771,2022-23,ANM,"SMT. LAXMIBAI CHANDEKAR NURSING SCHOOL, GORGAON, GONDIA",20,20
3759,Nagpur,Gondia,772,2022-23,ANM,"GONDIA CITY INSTITUTE OF NURSING  PARAMEDICAL SCIENCES, GONDIA",20,0
3760,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,774,2022-23,ANM,"IDEAL NURSING SCHOOL, AURANGABAD",20,20
3761,Chh. Sambhaji Nagar,Latur,775,2022-23,ANM,"MATRUBHOOMI NURSING SCHOOL, UDGIR, LATUR",30,30
3762,Chh. Sambhaji Nagar,Dharashiv,776,2022-23,ANM,"SUSAIN A.N.M. NURSING SCHOOL, OSMANABAD",20,15
3763,Chh. Sambhaji Nagar,Dharashiv,777,2022-23,ANM,"K.T. PATIL SCHOOL OF  NURSING, OSMANABAD",50,28
3764,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,779,2022-23,ANM,"AURANGABAD NURSING SCHOOL, AURANGABAD",20,20
3765,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,780,2022-23,ANM,"SHAHNAWAZ NURSING SCHOOL, AURANGABAD",20,12
3766,Chh. Sambhaji Nagar,Nanded,781,2022-23,ANM,"NARMADA NURSING INSTITUTE , LOHA, NANDED",20,20
3767,Chh. Sambhaji Nagar,Parbhani,782,2022-23,ANM,"DNYANAI INSTITUTE OF NURSING SCHOOL, PARBHANI",40,40
3768,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,783,2022-23,ANM,"SHAHU MAHARAJ NURSING SCHOOL, AURANGABAD",20,0
3769,Chh. Sambhaji Nagar,Parbhani,786,2022-23,ANM,"TORJA NURSING SCHOOL, PARBHANI",20,20
3770,Chh. Sambhaji Nagar,Dharashiv,787,2022-23,ANM,"SAI NURSING COLLEGE, UMERGA, OSMANABAD",20,20
3771,Chh. Sambhaji Nagar,Latur,788,2022-23,ANM,"NEW MOTHER TERESA A.N.M. SCHOOL OF NURSING, UDGIR, LATUR",20,16
3772,Chh. Sambhaji Nagar,Parbhani,790,2022-23,ANM,"SAISHA NURSING SCHOOL, PURNA, PARBHANI",20,20
3773,Chh. Sambhaji Nagar,Hingoli,791,2022-23,ANM,"INDIRA GANDHI NURSING SCHOOL, BASMAT, HINGOLI",20,16
3774,Chh. Sambhaji Nagar,Nanded,792,2022-23,ANM,"MUKTAI NURSING SCHOOL, NANDED",20,20
3775,Chh. Sambhaji Nagar,Parbhani,793,2022-23,ANM,"SHRI SAI INSTITUTION OF NURSING SCHOOL, JINTOR, PARBHANI",20,14
3776,Chh. Sambhaji Nagar,Parbhani,794,2022-23,ANM,"YESHWANT INSTITUTE OF NURSING,  PARBHANI",20,20
3777,Chh. Sambhaji Nagar,Hingoli,795,2022-23,ANM,"LATE S. D. MASKE SCHOOL OF NURSING, HINGOLI",20,17
3778,Chh. Sambhaji Nagar,Beed,797,2022-23,ANM,"DIPTI AAHER NURSING SCHOOL, AMBAJOGAI, BEED",20,20
3779,Chh. Sambhaji Nagar,Hingoli,798,2022-23,ANM,"MOTHER TERESA NURSING SCHOOL, HINGOLI",20,20
3780,Chh. Sambhaji Nagar,Nanded,799,2022-23,ANM,"MOTHER TERESA NURSING INSTITUTE, KANDHAR, NANDED",20,20
3781,Chh. Sambhaji Nagar,Beed,800,2022-23,ANM,"TAMBWERSHWAR NURSING SCHOOL, DHARUR, BEED",20,17
3782,Nashik,Dhule,804,2022-23,ANM,"Palak Nursing Institute, Shirpur, Dhule",20,20
3783,Konkan,Ratnagiri,806,2022-23,ANM,"Devang A.N.M. Nursing School, Ratnagiri",20,20
3784,Pune,Satara,807,2022-23,ANM,"RAJMATA NURSING SCHOOL, SATARA",20,15
3785,Pune,Kolhapur,808,2022-23,ANM,"Late. Ushatai Nursing School, Kolhapur",20,19
3786,Pune,Sangli,809,2022-23,ANM,"Smt. Padmini Institute of Nursing  Paramedical Sciences, Atpadi, Sangli",20,19
3787,Nashik,Ahilyanagar,810,2022-23,ANM,"Saibaba Nursing School, Kolpewadi,  Ahmednagar",60,60
3788,Nashik,Ahilyanagar,811,2022-23,ANM,"Raj Laxmi Nursing School, Ahmednagar",20,14
3789,Nagpur,Wardha,813,2022-23,ANM,"Dimond Nursing Institute, Deoli, Wardha",20,20
3790,Nagpur,Wardha,814,2022-23,ANM,"Kasturba Nurisng School Mandgaon, Samudrapur, Wardha",20,20
3791,Nagpur,Gondia,819,2022-23,ANM,"S.M.Nursing School, Gondia",20,10
3792,Amravati,Buldana,820,2022-23,ANM,"Vision Nursing School, Buldhana",20,13
3793,Amravati,Yavatmal,821,2022-23,ANM,"Varsharaj Nursing School, Wani, Yavatmal",20,11
3794,Nagpur,Chandrapur,822,2022-23,ANM,"Jijamata Insitute of Nursing, Bhadrawati, Chandrapur",20,16
3795,Amravati,Amravati,823,2022-23,ANM,"Maa Renuka School of Nursing, Bhatkuli, Amravati",20,20
3796,Nagpur,Chandrapur,824,2022-23,ANM,"Rashtriy Nursing School, Rajura, Chandrapur",20,14
3797,Nagpur,Nagpur,825,2022-23,ANM,"Aakar School of Nursing, Nagpur",20,20
3798,Nagpur,Nagpur,826,2022-23,ANM,"Tanisq School of Nursing, Nagpur",30,30
3799,Chh. Sambhaji Nagar,Hingoli,829,2022-23,ANM,"Ananditai Bengal Nursing School, Sengaon, Hingoli",60,60
3800,Chh. Sambhaji Nagar,Jalna,830,2022-23,ANM,"Om Shanti Nursing School, Bhokardan, Jalna",20,12
3801,Chh. Sambhaji Nagar,Latur,831,2022-23,ANM,"RAJGURU SCHOOL OF NURSING, UDGIR, LATUR",20,18
3802,Chh. Sambhaji Nagar,Nanded,832,2022-23,ANM,"Akshay Nursing School, Nanded",50,50
3803,Chh. Sambhaji Nagar,Parbhani,834,2022-23,ANM,"Kalpana Chawala Nursing School, Parbhani",20,20
3804,Chh. Sambhaji Nagar,Latur,837,2022-23,ANM,"Bapurao Shelke Nursing School, Ahmedpur, Latur",20,19
3805,Chh. Sambhaji Nagar,Beed,838,2022-23,ANM,"Swaraj Indira Gandhi Nursing School, Patoda, Beed",20,20
3806,Chh. Sambhaji Nagar,Beed,839,2022-23,ANM,"Kalai Nursing School, Patoda, Beed",20,0
3807,Konkan,Ratnagiri,870,2022-23,ANM,"The Yash Foundations College of  Nursing  Medical Research Institute, Ratnagiri",30,10
3808,Nashik,Ahilyanagar,880,2022-23,ANM,"Praytna Nursing College, Ahmednagar",20,20
3809,Pune,Pune,898,2022-23,ANM,"Dhareshwar Institute of Nursing, Pune",20,20
3810,Amravati,Buldana,919,2022-23,ANM,VASANTPRABHA SCHOOL OF NURSING BULDHANA,40,12
3811,Nagpur,Nagpur,924,2022-23,ANM,"Shree Sai School of Nursing, Umrer, Nagpur",20,20
3812,Nagpur,Bhandara,935,2022-23,ANM,"Spandan Nursing School, Pauni, Bhandara",60,46
3813,Nagpur,Gondia,937,2022-23,ANM,"RADHABAI BAHEKAR SCHOOL OF NURSING,  GONDIA.",20,18
3814,Chh. Sambhaji Nagar,Beed,939,2022-23,ANM,"District Hospital, Beed",40,36
3815,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,942,2022-23,ANM,"Aurangabad Training School of Nursing,Shivajinagar, Aurangabad",20,20
3816,Chh. Sambhaji Nagar,Nanded,971,2022-23,ANM,"Marathwada Nursing School, Nanded",20,20
3817,Amravati,Yavatmal,1002,2022-23,ANM,"Devyani School of Nursing, Yavatmal",20,20
3818,Amravati,Buldana,1003,2022-23,ANM,"Dnyandeep Vimukta Va Bhatkya  Jati, Jamati Shikshan Prasarak Mandal Nursing School, Buldhana",20,13
3819,Chh. Sambhaji Nagar,Nanded,1005,2022-23,ANM,"Matoshri Nursing School, Nanded",20,19
3820,Konkan,Mumbai Suburban,1011,2022-23,ANM,"SMT. D.Y.SAWANT NURSING SCHOOL, BHANDUP",20,20
3821,Chh. Sambhaji Nagar,Nanded,1014,2022-23,ANM,"TIRUMALA ANM SCHOOL OF NURSING,HADGAON,NANDED",20,20
3822,Nashik,Ahilyanagar,1017,2022-23,ANM,"SHRIRAMPUR NURSING SCHOOL, SHRIAMPUR, AHMEDNAGAR",20,0
3823,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,1018,2022-23,ANM,"VAIJAPUR NURSING SCHOOL, AURANGABAD",20,20
3824,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,1019,2022-23,ANM,"WALUNJ NURSING SCHOOL,WALUNJ, AURANGABAD",20,8
3825,Chh. Sambhaji Nagar,Parbhani,1021,2022-23,ANM,"GENERAL HOSPITAL, PARBHANI",40,37
3826,Konkan,Thane,1022,2022-23,ANM,"SAKET GYANPEETH TRUST, THANE",20,20
3827,Konkan,Raigarh,1023,2022-23,ANM,"MANGAON EDUCATION TRUST, MANGAON, RAIGAD",20,20
3828,Nagpur,Gondia,1025,2022-23,ANM,"K.T.S. GENERAL HOSPITAL, GONDIA",40,39
3829,Chh. Sambhaji Nagar,Beed,1026,2022-23,ANM,"SOU RUKHMINI MANOHAR MACHALE  NURSING SCHOOL, BEED",20,19
3830,Chh. Sambhaji Nagar,Beed,1028,2022-23,ANM,"UNIQUE RANM NURSING SCHOOL, PARLI, BEED",20,20
3831,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,1029,2022-23,ANM,"MONICA NURSING SCHOOL, AURANGABAD",20,14
3832,Amravati,Akola,1030,2022-23,ANM,"MAA ANUSAYA SCHOOL OF NURSING, AKOLA",40,40
3833,Chh. Sambhaji Nagar,Jalna,1031,2022-23,ANM,"Sharda Nursing School,Jalna",20,10
3834,Chh. Sambhaji Nagar,Parbhani,1032,2022-23,ANM,"Aai Institute of Nursing, Parbhani",20,15
3835,Pune,Solapur,1033,2022-23,ANM,"Swami Samarth Nursing School,Solapur",20,0
3836,Konkan,Sindhudurg,1034,2022-23,ANM,"LATE MRS. ABOLI KULDEEP PEDNEKAR NURSING INSTITUTE, PINGULI, SINDHUDURG",20,7
3837,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,1035,2022-23,ANM,"CIVIL HOSPITAL, AMKHAS MAIDAN, AURANGABAD",40,37
3838,Chh. Sambhaji Nagar,Hingoli,1038,2022-23,ANM,"V.B.N. NURSING SCHOOL, HINGOLI",20,20
3839,Chh. Sambhaji Nagar,Parbhani,1039,2022-23,ANM,"BLESSING INSTITUTE OF NURSING, PARBHANI",20,20
3840,Nagpur,Nagpur,1040,2022-23,ANM,"INDIRA GANDHI SCHOOL OF NURSING,Golchha marg,sadar, NAGPUR",20,20
3841,Nagpur,Gondia,1041,2022-23,ANM,"ASHWINI NURSING TRAINING SCHOOL, GONDIA",20,11
